5.800000e+02,3.780000e+02,2.510000e+02,1.826347e-01,1.826347e-01,9.999999e-01,0.000000e+00,0.000000e+00,1.754386e-02,2.843932e-02,0.000000e+00,9.523810e-02,-1.175708e-01,1.900000e+01,1.000000e+00,5.263158e-02,1.461391e-02,0.000000e+00,7.340145e-01,3.060426e-01,1.100000e+01,5.789474e-01,5.277043e-02,1.638544e-01,4.707543e-01,4.707543e-01,9.999999e-01,0.000000e+00,0.000000e+00,2.938270e-01,7.908244e-02,3.455405e-01,1.802002e-02,7.947690e-02,0.000000e+00,0.000000e+00,8.146039e-04,2.421242e-03,3.865661e-03,3.862815e-02,9.268885e-03,2.550000e+02,7.657658e-01,1.528906e-02,1.003016e-02,1.000000e+00
3.801000e+03,3.700000e+01,1.814000e+03,5.420945e-03,3.096509e-02,4.077248e-01,4.400000e+01,1.089109e-01,2.475248e-03,2.973715e-03,0.000000e+00,5.882353e-02,-4.678713e-02,4.000000e+01,1.000000e+00,2.500000e-02,9.791659e-03,0.000000e+00,6.835795e-01,4.010624e-01,7.000000e+00,1.944444e-01,2.408602e-02,1.615243e-01,4.564873e-01,4.622413e-01,4.010624e-01,5.000000e+00,1.237624e-02,2.202081e-01,9.126789e-02,3.120454e-01,2.300264e-01,2.063144e-01,0.000000e+00,0.000000e+00,5.578451e-03,2.900528e-02,4.452591e-02,4.452591e-02,2.695328e-01,0.000000e+00,0.000000e+00,4.702738e-03,6.660887e-03,1.000000e+00
1.458000e+03,3.000000e+00,1.458000e+03,1.067489e-03,3.795517e-03,1.172990e-01,3.060000e+02,1.894737e-01,6.191950e-04,5.836964e-04,0.000000e+00,3.125000e-02,9.137901e-03,7.100000e+01,1.000000e+00,1.408451e-02,6.081098e-03,0.000000e+00,8.353972e-01,3.379103e-01,5.100000e+01,7.285714e-01,2.235165e-01,3.744148e-01,6.318978e-01,7.014476e-01,3.493128e-01,4.000000e+00,2.476780e-03,1.691249e-01,1.118372e-01,4.954312e-01,2.789592e-01,3.084536e-01,0.000000e+00,0.000000e+00,2.950683e-02,6.298232e-02,1.047968e-01,1.047968e-01,3.493128e-01,0.000000e+00,0.000000e+00,1.585285e-02,2.638573e-02,1.000000e+00
1.015300e+04,4.010000e+02,4.482000e+03,0.000000e+00,2.985075e-02,9.806059e-02,5.900000e+01,1.000000e+00,1.694915e-02,5.109793e-03,0.000000e+00,7.692308e-02,2.313829e-01,2.400000e+01,1.000000e+00,4.166667e-02,1.063021e-02,0.000000e+00,3.771851e-01,1.293541e-01,1.200000e+01,6.666667e-01,4.031024e-02,1.200128e-01,0.000000e+00,4.749115e-01,2.009069e-01,5.300000e+01,1.000000e+00,2.743564e-01,1.053914e-01,4.065298e-03,4.951373e-02,1.320124e-01,1.900000e+01,1.338028e-01,2.706255e-03,7.434952e-03,0.000000e+00,6.548030e-02,9.003869e-02,2.468000e+03,1.000000e+00,3.657556e-03,6.231920e-03,1.000000e+00
3.600000e+01,1.800000e+01,4.875000e+03,3.469813e-04,6.939625e-04,-1.168519e-01,1.520000e+02,5.567766e-02,3.663004e-04,7.956217e-05,0.000000e+00,3.381806e-04,6.077943e-03,2.957000e+03,1.000000e+00,3.381806e-04,5.421011e-20,0.000000e+00,5.106483e-02,-6.205448e-02,1.000000e+00,2.457002e-03,-4.893947e-02,5.316310e-03,7.264116e-01,7.264116e-01,1.592055e-01,0.000000e+00,0.000000e+00,7.125283e-01,7.888676e-02,2.335839e-03,3.167285e-02,1.594910e-01,1.691000e+03,1.797598e-01,2.099962e-03,6.025103e-03,0.000000e+00,6.105867e-02,3.753712e-03,4.765000e+03,1.000000e+00,1.757526e-02,6.932447e-03,1.000000e+00
1.671000e+03,4.680000e+02,3.010000e+02,7.407407e-01,7.407407e-01,1.000000e+00,0.000000e+00,0.000000e+00,3.333333e-01,2.978355e-01,0.000000e+00,1.666667e-01,1.193472e-02,1.100000e+01,1.000000e+00,9.090909e-02,2.395665e-02,0.000000e+00,1.098055e-01,1.193472e-02,6.000000e+00,5.454545e-01,1.726643e-02,5.645256e-02,7.023227e-01,7.023227e-01,1.000000e+00,0.000000e+00,0.000000e+00,4.762696e-01,1.727604e-01,1.876878e-01,5.154397e-02,-8.797625e-02,0.000000e+00,0.000000e+00,2.143722e-03,7.727353e-03,0.000000e+00,2.734122e-02,1.671401e-02,4.850000e+02,1.000000e+00,2.191182e-03,3.774811e-03,1.000000e+00
9.890000e+02,8.000000e+00,1.740000e+02,2.264901e-01,2.631347e-01,6.432754e-01,3.000000e+00,5.000000e-01,1.666667e-01,1.177740e-01,1.764706e-01,2.352941e-01,6.432754e-01,3.000000e+00,5.000000e-01,1.666667e-01,7.904174e-02,9.998779e-01,9.998779e-01,6.432754e-01,0.000000e+00,0.000000e+00,6.834245e-01,4.481143e-01,8.787766e-01,8.787766e-01,8.335827e-01,0.000000e+00,0.000000e+00,7.900209e-01,1.247204e-01,8.786692e-01,2.222060e-01,-7.930616e-02,0.000000e+00,0.000000e+00,4.279098e-03,2.206106e-02,0.000000e+00,8.895599e-02,9.389291e-02,8.870000e+02,1.000000e+00,3.715611e-02,1.224664e-02,1.000000e+00
2.970000e+03,1.600000e+01,1.942000e+03,2.574956e-02,2.716049e-02,4.664141e-01,4.000000e+00,2.857143e-02,7.142857e-03,6.751106e-03,0.000000e+00,4.545455e-02,-5.085011e-02,3.800000e+01,1.000000e+00,2.631579e-02,8.287324e-03,0.000000e+00,3.366520e-02,1.902035e-02,1.000000e+00,3.571429e-02,-4.771183e-02,1.647669e-02,6.258987e-01,6.258987e-01,4.342416e-01,0.000000e+00,0.000000e+00,2.615676e-01,1.394279e-01,3.326819e-02,3.326819e-02,9.999999e-01,0.000000e+00,0.000000e+00,8.856190e-04,2.820229e-03,2.158245e-02,3.103327e-02,-1.098411e-02,7.200000e+01,1.065089e-01,9.357196e-03,8.121112e-03,1.000000e+00
6.377000e+03,5.400000e+01,7.614000e+03,1.283697e-03,3.423192e-03,1.855570e-01,4.000000e+01,2.580645e-02,6.451613e-04,3.411798e-04,0.000000e+00,9.523810e-02,9.169874e-02,1.800000e+01,1.000000e+00,5.555556e-02,1.774657e-02,0.000000e+00,5.763248e-01,1.745909e-01,4.000000e+00,5.000000e-01,1.614728e-01,2.371211e-01,4.023729e-01,4.786572e-01,1.327913e-01,7.500000e+01,4.851229e-02,2.182028e-01,1.241765e-01,2.758620e-01,2.758620e-01,2.410477e-01,0.000000e+00,0.000000e+00,2.123059e-02,5.177267e-02,4.062755e-02,4.624085e-02,-2.835529e-03,1.000000e+00,2.481390e-04,2.687744e-03,8.769506e-03,1.000000e+00
1.700000e+01,2.610000e+02,3.544000e+03,5.714286e-04,4.571429e-03,1.216257e-01,7.400000e+02,7.636739e-01,1.031992e-03,6.453774e-04,7.830854e-04,2.349256e-03,6.030007e-03,5.210000e+02,7.059621e-01,1.355014e-03,3.881753e-04,7.145171e-01,7.145171e-01,9.691823e-02,0.000000e+00,0.000000e+00,6.654407e-01,1.819469e-01,9.982559e-01,9.982559e-01,9.691823e-02,0.000000e+00,0.000000e+00,7.632267e-01,3.611439e-01,7.132710e-01,7.132710e-01,4.248146e-01,0.000000e+00,0.000000e+00,4.026249e-02,1.584474e-01,3.665892e-03,6.539694e-02,-5.033995e-02,7.800000e+01,9.547124e-02,6.203127e-03,8.940283e-03,1.000000e+00
